Geography,Type,ASP,Total Units Sold,Week,Year,Total Crop Inventory
California,Conventional,1.327515637,5961933.28,6/13/2021,2021,72677006
California,Conventional,1.273816381,6262807.64,6/6/2021,2021,46206955
California,Conventional,1.388782388,5935418.7,5/30/2021,2021,48698202
California,Conventional,1.275761798,5936707.28,5/23/2021,2021,65731567
Great Lakes,Conventional,1.170113026,4020492.73,6/13/2021,2021,72677006
Great Lakes,Conventional,1.132014681,4096487.31,6/6/2021,2021,46206955
Great Lakes,Conventional,1.245710322,3919605.53,5/30/2021,2021,48698202
Great Lakes,Conventional,1.082200104,4284126.73,5/23/2021,2021,65731567
Midsouth,Conventional,1.161762135,4009614.45,6/13/2021,2021,72677006
Midsouth,Conventional,1.223526927,3971786.44,6/6/2021,2021,46206955
Midsouth,Conventional,1.216073535,4112189.68,5/30/2021,2021,48698202
Midsouth,Conventional,1.205209136,4093961.43,5/23/2021,2021,65731567
Northeast,Conventional,1.276275797,5808503.07,6/13/2021,2021,72677006
Northeast,Conventional,1.25996693,5859002,6/6/2021,2021,46206955
Northeast,Conventional,1.307990491,5874217.59,5/30/2021,2021,48698202
Northeast,Conventional,1.248497081,6131590.88,5/23/2021,2021,65731567
Plains,Conventional,1.157876484,2088546.67,6/13/2021,2021,72677006
Plains,Conventional,1.171497007,2055335.71,6/6/2021,2021,46206955
Plains,Conventional,1.110484798,2055573.04,5/30/2021,2021,48698202
Plains,Conventional,1.150509251,1989535.62,5/23/2021,2021,65731567
South Central,Conventional,0.833092007,6527756.67,6/13/2021,2021,72677006
South Central,Conventional,0.879095696,6211700.33,6/6/2021,2021,46206955
South Central,Conventional,0.88782807,6239812.43,5/30/2021,2021,48698202
South Central,Conventional,0.877656072,5846648.25,5/23/2021,2021,65731567
Southeast,Conventional,1.140557829,5337635.6,6/13/2021,2021,72677006
Southeast,Conventional,1.122507992,5521898.53,6/6/2021,2021,46206955
Southeast,Conventional,1.152070975,5540687.46,5/30/2021,2021,48698202
Southeast,Conventional,1.14607466,5460546.35,5/23/2021,2021,65731567
West,Conventional,1.11470792,7014751.67,6/13/2021,2021,72677006
West,Conventional,1.144910813,6998166.87,6/6/2021,2021,46206955
West,Conventional,1.176863401,6764468.9,5/30/2021,2021,48698202
West,Conventional,1.107895424,6885560.63,5/23/2021,2021,65731567
Total U.S.,Conventional,1.139443602,40769234.14,6/13/2021,2021,72677006
Total U.S.,Conventional,1.145413921,40977184.82,6/6/2021,2021,46206955
Total U.S.,Conventional,1.18630532,40441973.33,5/30/2021,2021,48698202
Total U.S.,Conventional,1.134825532,40628677.15,5/23/2021,2021,65731567
Albany,Organic,1.691627429,3854.74,6/13/2021,2021,72677006
Albany,Organic,1.72729327,3626.34,6/6/2021,2021,46206955
Albany,Organic,1.778037443,3252.77,5/30/2021,2021,48698202
Albany,Organic,1.677455664,3873.99,5/23/2021,2021,65731567
Atlanta,Organic,1.698383531,32909.52,6/13/2021,2021,72677006
Atlanta,Organic,1.758727515,28962.11,6/6/2021,2021,46206955
Atlanta,Organic,1.65421648,27759.5,5/30/2021,2021,48698202
Atlanta,Organic,1.627382479,28882.92,5/23/2021,2021,65731567
Baltimore/Washington,Organic,1.280821901,93707.57,6/13/2021,2021,72677006
Baltimore/Washington,Organic,1.219537449,102897.43,6/6/2021,2021,46206955
Baltimore/Washington,Organic,1.223053188,95031.84,5/30/2021,2021,48698202
Baltimore/Washington,Organic,1.201672417,100040.68,5/23/2021,2021,65731567
Birmingham/Montgomery,Organic,1.463459607,10819.46,6/13/2021,2021,72677006
Birmingham/Montgomery,Organic,1.524465533,8940.17,6/6/2021,2021,46206955
Birmingham/Montgomery,Organic,1.480660326,10856.47,5/30/2021,2021,48698202
Birmingham/Montgomery,Organic,1.308181382,14218.9,5/23/2021,2021,65731567
Boise,Organic,2.106846603,5026.9,6/13/2021,2021,72677006
Boise,Organic,2.161403062,5499.29,6/6/2021,2021,46206955
Boise,Organic,2.265735423,5216.14,5/30/2021,2021,48698202
Boise,Organic,2.252834727,5726.82,5/23/2021,2021,65731567
Boston,Organic,2.051117379,33148.07,6/13/2021,2021,72677006
Boston,Organic,2.022363941,33903.08,6/6/2021,2021,46206955
Boston,Organic,2.025118782,34897.07,5/30/2021,2021,48698202
Boston,Organic,2.007603079,34628.03,5/23/2021,2021,65731567
Buffalo/Rochester,Organic,1.605988011,9972.81,6/13/2021,2021,72677006
Buffalo/Rochester,Organic,1.464519232,13494.56,6/6/2021,2021,46206955
Buffalo/Rochester,Organic,1.410058064,14275.28,5/30/2021,2021,48698202
Buffalo/Rochester,Organic,1.531726199,17134.23,5/23/2021,2021,65731567
Charlotte,Organic,1.634124172,20868.6,6/13/2021,2021,72677006
Charlotte,Organic,1.649832349,21402.64,6/6/2021,2021,46206955
Charlotte,Organic,1.676883073,20892.42,5/30/2021,2021,48698202
Charlotte,Organic,1.652824417,20302.34,5/23/2021,2021,65731567
Chicago,Organic,1.631737844,64707.31,6/13/2021,2021,72677006
Chicago,Organic,1.854071199,43236.64,6/6/2021,2021,46206955
Chicago,Organic,1.799685172,42214.91,5/30/2021,2021,48698202
Chicago,Organic,1.715839522,48327.34,5/23/2021,2021,65731567
Cincinnati/Dayton,Organic,1.833541291,15136.55,6/13/2021,2021,72677006
Cincinnati/Dayton,Organic,2.192513198,12654.21,6/6/2021,2021,46206955
Cincinnati/Dayton,Organic,2.235353267,14115.81,5/30/2021,2021,48698202
Cincinnati/Dayton,Organic,1.788048662,17176.11,5/23/2021,2021,65731567
Columbus,Organic,1.72001209,10023.85,6/13/2021,2021,72677006
Columbus,Organic,1.990658881,9937.2,6/6/2021,2021,46206955
Columbus,Organic,2.001859541,9130.63,5/30/2021,2021,48698202
Columbus,Organic,1.600081165,11139.43,5/23/2021,2021,65731567
Dallas/Ft. Worth,Organic,1.517236316,46354.23,6/13/2021,2021,72677006
Dallas/Ft. Worth,Organic,1.510444773,47872.71,6/6/2021,2021,46206955
Dallas/Ft. Worth,Organic,1.510839199,47371.91,5/30/2021,2021,48698202
Dallas/Ft. Worth,Organic,1.475274366,43387.71,5/23/2021,2021,65731567
Denver,Organic,1.764415807,46955.79,6/13/2021,2021,72677006
Denver,Organic,1.755482499,42430.48,6/6/2021,2021,46206955
Denver,Organic,1.747119439,45049,5/30/2021,2021,48698202
Denver,Organic,1.593558766,40379.54,5/23/2021,2021,65731567
Detroit,Organic,1.337870963,20813.03,6/13/2021,2021,72677006
Detroit,Organic,1.53605562,20739.26,6/6/2021,2021,46206955
Detroit,Organic,1.508116493,21764.86,5/30/2021,2021,48698202
Detroit,Organic,1.245105827,22395.75,5/23/2021,2021,65731567
Grand Rapids,Organic,1.019336429,12737.86,6/13/2021,2021,72677006
Grand Rapids,Organic,1.052763936,12656.51,6/6/2021,2021,46206955
Grand Rapids,Organic,1.124958299,10499.11,5/30/2021,2021,48698202
Grand Rapids,Organic,0.991845542,13428.5,5/23/2021,2021,65731567
Harrisburg/Scranton,Organic,1.317935533,21500.02,6/13/2021,2021,72677006
Harrisburg/Scranton,Organic,1.246336208,22143.64,6/6/2021,2021,46206955
Harrisburg/Scranton,Organic,1.241247791,24370.26,5/30/2021,2021,48698202
Harrisburg/Scranton,Organic,1.279724652,23557.3,5/23/2021,2021,65731567
Hartford/Springfield,Organic,2.154499184,17614.87,6/13/2021,2021,72677006
Hartford/Springfield,Organic,2.163752838,17690.08,6/6/2021,2021,46206955
Hartford/Springfield,Organic,2.001543665,18967.95,5/30/2021,2021,48698202
Hartford/Springfield,Organic,2.159820126,17557.53,5/23/2021,2021,65731567
Houston,Organic,1.828268292,14475.05,6/13/2021,2021,72677006
Houston,Organic,1.809491056,14550.46,6/6/2021,2021,46206955
Houston,Organic,1.799244278,15013.15,5/30/2021,2021,48698202
Houston,Organic,1.742571297,14857.68,5/23/2021,2021,65731567
Indianapolis,Organic,1.490559025,9310.21,6/13/2021,2021,72677006
Indianapolis,Organic,1.791809595,8215.95,6/6/2021,2021,46206955
Indianapolis,Organic,1.783909583,8918.51,5/30/2021,2021,48698202
Indianapolis,Organic,1.544602876,10035.93,5/23/2021,2021,65731567
Jacksonville,Organic,1.460610365,13417.3,6/13/2021,2021,72677006
Jacksonville,Organic,1.469818213,13601.19,6/6/2021,2021,46206955
Jacksonville,Organic,1.401911448,16123.24,5/30/2021,2021,48698202
Jacksonville,Organic,1.292068498,19444.95,5/23/2021,2021,65731567
Las Vegas,Organic,1.756654076,16283.1,6/13/2021,2021,72677006
Las Vegas,Organic,1.748355366,17256.14,6/6/2021,2021,46206955
Las Vegas,Organic,1.735440011,14512.81,5/30/2021,2021,48698202
Las Vegas,Organic,1.662393953,15259,5/23/2021,2021,65731567
Los Angeles,Organic,1.909321961,144028.31,6/13/2021,2021,72677006
Los Angeles,Organic,1.792662882,149007.35,6/6/2021,2021,46206955
Los Angeles,Organic,1.828731148,139894.57,5/30/2021,2021,48698202
Los Angeles,Organic,1.730168865,152333.52,5/23/2021,2021,65731567
Louisville,Organic,2.164357095,6483.41,6/13/2021,2021,72677006
Louisville,Organic,2.226239755,5730.77,6/6/2021,2021,46206955
Louisville,Organic,1.868090183,5930.28,5/30/2021,2021,48698202
Louisville,Organic,1.790128598,7223.25,5/23/2021,2021,65731567
Miami/Ft. Lauderdale,Organic,1.348115184,51516.52,6/13/2021,2021,72677006
Miami/Ft. Lauderdale,Organic,1.325879213,52381.21,6/6/2021,2021,46206955
Miami/Ft. Lauderdale,Organic,1.335826166,63746.12,5/30/2021,2021,48698202
Miami/Ft. Lauderdale,Organic,1.284427403,65001.15,5/23/2021,2021,65731567
Nashville,Organic,1.708933876,19735.81,6/13/2021,2021,72677006
Nashville,Organic,1.948048382,14533.83,6/6/2021,2021,46206955
Nashville,Organic,1.750520516,14387.4,5/30/2021,2021,48698202
Nashville,Organic,1.754446859,14876.89,5/23/2021,2021,65731567
Northern New England,Organic,2.086103278,17327.73,6/13/2021,2021,72677006
Northern New England,Organic,2.101906919,16352.65,6/6/2021,2021,46206955
Northern New England,Organic,2.080695939,18460.94,5/30/2021,2021,48698202
Northern New England,Organic,2.03334766,17084.73,5/23/2021,2021,65731567
New Orleans/Mobile,Organic,1.248086661,9056.03,6/13/2021,2021,72677006
New Orleans/Mobile,Organic,1.129115325,16723.65,6/6/2021,2021,46206955
New Orleans/Mobile,Organic,1.15434807,16205.65,5/30/2021,2021,48698202
New Orleans/Mobile,Organic,1.083627067,25605.29,5/23/2021,2021,65731567
New York,Organic,1.829470109,112836.53,6/13/2021,2021,72677006
New York,Organic,1.846574959,112585.73,6/6/2021,2021,46206955
New York,Organic,1.863880645,110260.72,5/30/2021,2021,48698202
New York,Organic,1.844940129,107730.04,5/23/2021,2021,65731567
Orlando,Organic,1.380559859,32219.95,6/13/2021,2021,72677006
Orlando,Organic,1.33022511,31828.91,6/6/2021,2021,46206955
Orlando,Organic,1.324033814,35491.73,5/30/2021,2021,48698202
Orlando,Organic,1.190239017,44390.37,5/23/2021,2021,65731567
Peoria/Springfield,Organic,1.579964308,3694.95,6/13/2021,2021,72677006
Peoria/Springfield,Organic,1.895662645,3248.41,6/6/2021,2021,46206955
Peoria/Springfield,Organic,1.923113718,3665.94,5/30/2021,2021,48698202
Peoria/Springfield,Organic,1.64976435,3591.39,5/23/2021,2021,65731567
Philadelphia,Organic,1.784890541,28125.37,6/13/2021,2021,72677006
Philadelphia,Organic,1.789276663,27067.25,6/6/2021,2021,46206955
Philadelphia,Organic,1.753891766,28729.1,5/30/2021,2021,48698202
Philadelphia,Organic,1.753763701,29722.81,5/23/2021,2021,65731567
Phoenix/Tucson,Organic,1.68136982,28044.34,6/13/2021,2021,72677006
Phoenix/Tucson,Organic,1.602439551,31132.65,6/6/2021,2021,46206955
Phoenix/Tucson,Organic,1.580587356,30788.66,5/30/2021,2021,48698202
Phoenix/Tucson,Organic,1.532592902,32471.8,5/23/2021,2021,65731567
Pittsburgh,Organic,1.446954659,12600.27,6/13/2021,2021,72677006
Pittsburgh,Organic,1.434530924,12315.99,6/6/2021,2021,46206955
Pittsburgh,Organic,1.440037412,13234.17,5/30/2021,2021,48698202
Pittsburgh,Organic,1.350447085,17343.63,5/23/2021,2021,65731567
Portland,Organic,2.258602283,29957.22,6/13/2021,2021,72677006
Portland,Organic,2.245479252,33306.37,6/6/2021,2021,46206955
Portland,Organic,2.271400906,32079.31,5/30/2021,2021,48698202
Portland,Organic,2.205732464,34944.66,5/23/2021,2021,65731567
Providence,Organic,2.114547751,4558.73,6/13/2021,2021,72677006
Providence,Organic,2.137403303,4537.48,6/6/2021,2021,46206955
Providence,Organic,2.138397336,4468.15,5/30/2021,2021,48698202
Providence,Organic,2.107224676,4379.16,5/23/2021,2021,65731567
Raleigh/Greensboro,Organic,1.625979833,27571.23,6/13/2021,2021,72677006
Raleigh/Greensboro,Organic,1.613417376,29147.85,6/6/2021,2021,46206955
Raleigh/Greensboro,Organic,1.623689926,28081,5/30/2021,2021,48698202
Raleigh/Greensboro,Organic,1.621657805,25966.13,5/23/2021,2021,65731567
Richmond/Norfolk,Organic,1.102220677,41441.55,6/13/2021,2021,72677006
Richmond/Norfolk,Organic,1.084406657,40092.23,6/6/2021,2021,46206955
Richmond/Norfolk,Organic,1.078344403,32467.96,5/30/2021,2021,48698202
Richmond/Norfolk,Organic,1.063984355,36585.43,5/23/2021,2021,65731567
Roanoke,Organic,1.383035254,13794.88,6/13/2021,2021,72677006
Roanoke,Organic,1.409405628,13986.53,6/6/2021,2021,46206955
Roanoke,Organic,1.354947393,12990.4,5/30/2021,2021,48698202
Roanoke,Organic,1.272763951,13922.66,5/23/2021,2021,65731567
Sacramento,Organic,1.534399393,27991.97,6/13/2021,2021,72677006
Sacramento,Organic,1.891137028,22054.43,6/6/2021,2021,46206955
Sacramento,Organic,1.560030057,29006.49,5/30/2021,2021,48698202
Sacramento,Organic,1.642467144,26712.08,5/23/2021,2021,65731567
San Diego,Organic,2.115330038,32241.31,6/13/2021,2021,72677006
San Diego,Organic,1.997297907,33092.04,6/6/2021,2021,46206955
San Diego,Organic,2.036562584,33303.39,5/30/2021,2021,48698202
San Diego,Organic,1.928220745,34189.86,5/23/2021,2021,65731567
San Francisco,Organic,1.751757119,79657.39,6/13/2021,2021,72677006
San Francisco,Organic,1.946999155,72257.78,6/6/2021,2021,46206955
San Francisco,Organic,1.734707082,76834.64,5/30/2021,2021,48698202
San Francisco,Organic,1.88354199,71946.06,5/23/2021,2021,65731567
Seattle,Organic,2.3234704,51510.6,6/13/2021,2021,72677006
Seattle,Organic,2.253592381,60231.96,6/6/2021,2021,46206955
Seattle,Organic,2.236479892,52177.59,5/30/2021,2021,48698202
Seattle,Organic,1.868624046,74872.85,5/23/2021,2021,65731567
South Carolina,Organic,1.591740005,29852.29,6/13/2021,2021,72677006
South Carolina,Organic,1.693706021,27123.78,6/6/2021,2021,46206955
South Carolina,Organic,1.732535833,27419.76,5/30/2021,2021,48698202
South Carolina,Organic,1.678349502,26305.45,5/23/2021,2021,65731567
Spokane,Organic,2.434431961,3472.35,6/13/2021,2021,72677006
Spokane,Organic,2.387334375,4155.44,6/6/2021,2021,46206955
Spokane,Organic,2.307404424,3811.12,5/30/2021,2021,48698202
Spokane,Organic,2.38355226,3904.39,5/23/2021,2021,65731567
St. Louis,Organic,2.348721849,6576.97,6/13/2021,2021,72677006
St. Louis,Organic,2.325843687,6495.92,6/6/2021,2021,46206955
St. Louis,Organic,2.27479808,6762.37,5/30/2021,2021,48698202
St. Louis,Organic,2.245347913,6552.26,5/23/2021,2021,65731567
Syracuse,Organic,1.778812048,3867.93,6/13/2021,2021,72677006
Syracuse,Organic,1.701313798,4378.58,6/6/2021,2021,46206955
Syracuse,Organic,1.687477513,4359.33,5/30/2021,2021,48698202
Syracuse,Organic,1.707754805,5542.8,5/23/2021,2021,65731567
Tampa,Organic,1.147168223,30922.59,6/13/2021,2021,72677006
Tampa,Organic,1.110301566,31817.38,6/6/2021,2021,46206955
Tampa,Organic,1.131389034,35914.32,5/30/2021,2021,48698202
Tampa,Organic,0.989981191,48714,5/23/2021,2021,65731567
Toledo,Organic,1.606681101,4190.36,6/13/2021,2021,72677006
Toledo,Organic,1.996924305,3759.14,6/6/2021,2021,46206955
Toledo,Organic,1.953768463,3889.7,5/30/2021,2021,48698202
Toledo,Organic,1.607965439,4235.32,5/23/2021,2021,65731567
West Tex/New Mexico,Organic,1.339511185,28235.18,6/13/2021,2021,72677006
West Tex/New Mexico,Organic,1.338582226,27065.3,6/6/2021,2021,46206955
West Tex/New Mexico,Organic,1.325114748,26987.66,5/30/2021,2021,48698202
West Tex/New Mexico,Organic,1.294266019,30135.76,5/23/2021,2021,65731567
Wichita,Organic,1.842223092,2417.16,6/13/2021,2021,72677006
Wichita,Organic,1.819366845,1910.96,6/6/2021,2021,46206955
Wichita,Organic,1.661961666,2050.72,5/30/2021,2021,48698202
Wichita,Organic,1.673442884,2677.28,5/23/2021,2021,65731567
California,Organic,1.829291086,353109.13,6/13/2021,2021,72677006
California,Organic,1.873293185,337376.96,6/6/2021,2021,46206955
California,Organic,1.789221699,345752.08,5/30/2021,2021,48698202
California,Organic,1.782421117,350232.25,5/23/2021,2021,65731567
Great Lakes,Organic,1.523706508,203526.08,6/13/2021,2021,72677006
Great Lakes,Organic,1.721530345,168223.74,6/6/2021,2021,46206955
Great Lakes,Organic,1.718458592,167869.14,5/30/2021,2021,48698202
Great Lakes,Organic,1.518867184,190547.92,5/23/2021,2021,65731567
Midsouth,Organic,1.437064966,316491.44,6/13/2021,2021,72677006
Midsouth,Organic,1.424257391,316494.02,6/6/2021,2021,46206955
Midsouth,Organic,1.419995773,297147.01,5/30/2021,2021,48698202
Midsouth,Organic,1.385730888,304932.31,5/23/2021,2021,65731567
Northeast,Organic,1.814500635,289025.11,6/13/2021,2021,72677006
Northeast,Organic,1.806163278,291990.2,6/6/2021,2021,46206955
Northeast,Organic,1.786865954,300787.9,5/30/2021,2021,48698202
Northeast,Organic,1.771853714,306096.01,5/23/2021,2021,65731567
Plains,Organic,1.79947884,47770.98,6/13/2021,2021,72677006
Plains,Organic,1.81454759,47287.09,6/6/2021,2021,46206955
Plains,Organic,1.759227167,48259.31,5/30/2021,2021,48698202
Plains,Organic,1.77852481,46804.34,5/23/2021,2021,65731567
South Central,Organic,1.555036785,131924.89,6/13/2021,2021,72677006
South Central,Organic,1.522977352,143746.09,6/6/2021,2021,46206955
South Central,Organic,1.526518934,143251.54,5/30/2021,2021,48698202
South Central,Organic,1.486100056,151010.96,5/23/2021,2021,65731567
Southeast,Organic,1.426668534,260227.17,6/13/2021,2021,72677006
Southeast,Organic,1.416338599,255489.43,6/6/2021,2021,46206955
Southeast,Organic,1.396065827,285455.78,5/30/2021,2021,48698202
Southeast,Organic,1.284824375,329741.3,5/23/2021,2021,65731567
West,Organic,1.943175133,286836.27,6/13/2021,2021,72677006
West,Organic,1.940766812,298577.23,6/6/2021,2021,46206955
West,Organic,1.908035539,290517.84,5/30/2021,2021,48698202
West,Organic,1.793444724,317818.13,5/23/2021,2021,65731567
Total U.S.,Organic,1.670301158,1888911.07,6/13/2021,2021,72677006
Total U.S.,Organic,1.692039575,1859184.75,6/6/2021,2021,46206955
Total U.S.,Organic,1.661979601,1879040.61,5/30/2021,2021,48698202
Total U.S.,Organic,1.592191826,1997183.22,5/23/2021,2021,65731567
Albany,Conventional,1.129241187,125883.39,7/11/2021,2021,56773376
Albany,Conventional,1.161689075,155016.89,7/4/2021,2021,57016931
Albany,Conventional,1.150155846,128947.96,6/27/2021,2021,60951584
Albany,Conventional,1.155964989,147008.33,6/20/2021,2021,60416505
Atlanta,Conventional,1.015260242,696808.79,7/11/2021,2021,56773376
Atlanta,Conventional,1.031624254,750323.68,7/4/2021,2021,57016931
Atlanta,Conventional,1.083442252,695711.72,6/27/2021,2021,60951584
Atlanta,Conventional,1.0806302,751896.47,6/20/2021,2021,60416505
Baltimore/Washington,Conventional,1.361167944,900613.67,7/11/2021,2021,56773376
Baltimore/Washington,Conventional,1.422606133,884073.51,7/4/2021,2021,57016931
Baltimore/Washington,Conventional,1.408435543,864195,6/27/2021,2021,60951584
Baltimore/Washington,Conventional,1.378887449,898655.96,6/20/2021,2021,60416505
Birmingham/Montgomery,Conventional,0.970134785,319231.19,7/11/2021,2021,56773376
Birmingham/Montgomery,Conventional,0.994152631,344781.43,7/4/2021,2021,57016931
Birmingham/Montgomery,Conventional,1.047159054,321312.58,6/27/2021,2021,60951584
